"","max.in","min.in","mean.in","median.in","sum.in","count.in","under1000.in","max.out","min.out","mean.out","median.out","sum.out","count.out","under1000.out"
"1",5661734,1,70220.8136986301,46023,25630597,365,36,4699200,1,64516.8767123288,43691,23548660,365,36
