pathway	T7-PEsoilR-25-1	T7-PEsoilR-25-2	T7-PEsoilR-25-3	T7-PEsoilR-25-4	T7-PEsoilR-25-5	T7-PEsoilR-25-6	T7-PEsoilR-50-2	T7-PEsoilR-50-3	T7-PEsoilR-50-4	T7-PEsoilR-50-5	T7-PEsoilR-50-6	T7-PEsoilR-noAs-1	T7-PEsoilR-noAs-2	T7-PVsoilR-25-1	T7-PVsoilR-25-2	T7-PVsoilR-25-3	T7-PVsoilR-25-4	T7-PVsoilR-25-5	T7-PVsoilR-25-6	T7-PVsoilR-50-1	T7-PVsoilR-50-3	T7-PVsoilR-50-4	T7-PVsoilR-50-5	T7-PVsoilR-50-6	T7-PVsoilR-noAs-1	T7-PVsoilR-noAs-3
PWY-5857	6014.926829972845	7492.896559766964	7227.332651103721	16985.637108561496	8223.120156661453	7919.6778209459035	7914.677055191325	10191.850522739398	6764.163493037212	9368.652765020557	8426.969654379132	10973.62952274674	8169.350409744391	15265.070040607094	4302.274759639572	12580.538449862532	0.0	13960.383004107149	3555.1527835927836	4038.426589747088	8941.986016379797	5624.317838997445	5269.37489092491	4789.41424485191	8119.447399633995	13109.668255573202
PWY-5860	2843.455258827651	3178.659761064947	3849.439133318259	7059.926979270583	4514.409257618634	3441.5251394382108	3598.052039324361	4513.313274288961	4358.035889056164	4428.529520143967	4622.935780332783	5232.446554453185	3777.86660856168	7925.18851018925	2540.021072799873	7122.1250371869455	0.0	2790.2945001276203	2548.2163367236317	1794.18198591963	3236.8349780153612	2531.5968621892703	2886.5735939724464	2475.6452621410704	4370.083124192056	6698.896319266305
PWY-5861	3672.7568191960877	4068.3069266470534	4850.747308470743	8639.907726974914	5933.856163206461	4518.872540004533	4613.485333983143	5348.9326981913155	4961.830000215541	5019.056398997011	5157.143361362015	6507.710460808969	4729.423480115494	9347.245667950916	3069.280722128437	8534.079305342997	0.0	4103.719387109719	3029.1505077900947	2039.2410750734675	3827.2353720542224	2900.391374834014	3520.1356712235793	2977.2950788821163	5206.596302070478	7902.190704428726
PWY-5862	2858.6680833130326	3178.659761064947	4613.87109748382	7739.316329621496	5479.605315145975	3441.5251394382108	3915.0836581342014	4513.313274288961	4358.035889056164	4428.529520143967	4622.935780332783	5232.446554453185	3777.86660856168	7925.18851018925	2540.021072799873	7122.1250371869455	0.0	2790.2945001276203	2552.37208430083	1794.18198591963	3236.8349780153612	2531.5968621892703	2886.5735939724464	2475.6452621410704	4370.083124192056	6698.896319266305
PWY-5863	2913.871460345089	3298.8033653643038	3957.8744138348984	7459.135002233294	4992.0416099393215	3773.3950758375177	3918.234293157604	4400.434065622644	4120.399650878064	4254.446063605356	4410.724064553275	5523.877531976045	4079.238103953726	7892.600098866988	2562.9225135794245	7542.694299415215	0.0	3329.135884201279	2521.406029017968	1801.586062033617	3243.9475444467944	2592.1885879720203	3056.9070287656855	2535.2892506145895	4671.868505924186	6828.0843009433565
PWY-5896	3799.4772783811172	4244.723166067332	5139.536541731842	9425.596311583111	5999.914308358155	4590.762721920166	4814.4369904363075	5975.892979178523	5626.539494223404	5868.964129436555	6074.947857632873	7050.7849706807465	5092.904819982914	10401.037966353966	3321.1261922521635	9308.620940877374	0.0	3902.774667603255	3288.458277940725	2367.74995765843	4319.404713624318	3344.682852972509	3781.074621727061	3263.228707318776	5747.02231155797	8823.115645853039
PWY-5897	4544.65157480019	5035.4037065298335	6102.369355097665	10845.33455708242	7377.013413898794	5592.697585434574	5766.2917484137415	6652.227554244849	6066.706462518495	6276.541545781107	6430.446119299027	8160.24891957068	5932.543746577179	11547.403800996675	3769.692470421602	10563.418643840467	0.0	5239.114168826414	3700.191730990347	2550.0118625875357	4785.386550642794	3628.449946565956	4330.277410351552	3679.01186865366	6444.199675812717	9772.371057039896
PWY-5898	4544.65157480019	5035.4037065298335	6102.369355097665	10845.33455708242	7377.013413898794	5592.697585434574	5766.2917484137415	6652.227554244849	6066.706462518495	6276.541545781107	6430.446119299027	8160.24891957068	5932.543746577179	11547.403800996675	3769.692470421602	10563.418643840467	0.0	5239.114168826414	3700.191730990347	2550.0118625875357	4785.386550642794	3628.449946565956	4330.277410351552	3679.01186865366	6444.199675812717	9772.371057039896
PWY-5899	4544.65157480019	5035.4037065298335	6102.369355097665	10845.33455708242	7377.013413898794	5592.697585434574	5766.2917484137415	6652.227554244849	6066.706462518495	6276.541545781107	6430.446119299027	8160.24891957068	5932.543746577179	11547.403800996675	3769.692470421602	10563.418643840467	0.0	5239.114168826414	3700.191730990347	2550.0118625875357	4785.386550642794	3628.449946565956	4330.277410351552	3679.01186865366	6444.199675812717	9772.371057039896
PWY-5910	625.752756780792	590.1984668210482	755.6160739566147	659.7739251080532	384.99437039373925	703.2151454235044	471.3783484871059	455.81255639463905	625.1305983214233	689.1080965969328	421.2438142678078	861.8126087398987	391.953398713816	975.484523461837	360.4964066080292	690.7166493832896	0.0	237.8313400217996	12.69039832061816	338.7479324639666	890.7812378324589	396.2987267899957	423.7216768450629	304.8050420692732	460.3133953415154	246.1860874837272
PWY-5913	9389.701165495071	10713.71465761394	10675.152149898053	18735.7765073674	12536.541103708698	11465.438216404722	10213.501910684074	11835.508143725197	10454.758204110118	12325.185499876472	12153.681091485505	20599.834131973068	15385.097484116355	21266.89985109088	6457.103480549569	17864.18146159818	0.0	12842.537273286103	5627.0305418986245	4991.303963293402	10327.132096781683	7826.765422106087	7772.402422335592	6827.497558321192	13466.003002063668	21210.909505863867
PWY-5918	9380.703221159327	10695.43815083243	11050.545115863397	21796.857529379096	12839.516282399061	11340.347866820313	11152.804343277965	13169.149237057334	10653.75483864828	12976.094385599672	12357.626416315092	19433.23064397658	14281.712476829896	21266.53523619154	6498.26025454106	18050.221753178874	0.0	15143.074280292363	5790.6992050366	5158.038866623229	10803.274994783747	7747.081615475879	7990.899276210066	7140.783301625199	13364.854514920467	20894.814356094925
PWY-5920	5670.648358821475	6633.702655496871	7020.603997212786	14251.066686643222	8185.244148290589	7045.743420006624	7316.655545016311	8519.076031854127	7902.817273955225	9341.009505942731	9324.958607710312	11593.291145398429	8740.784635034448	16414.598390017014	4762.752556432541	13218.044162084065	0.0	10985.675537142311	4000.2780520023307	4002.224617607324	7313.8260940492255	5830.757156533738	5634.831712460501	4948.710160735755	9416.424834775024	13654.182357014928
PWY-5941	1624.0328260265205	2032.7486221013191	1561.8809588045208	3421.183782572679	1826.5649628252083	2414.3150734515057	1737.0979044979442	2256.2291148433387	1830.6231767180118	3532.9044684991327	2149.2742779884356	2371.5842758763974	2271.8245135664893	2776.810868379741	598.7901648115245	2107.9329431312153	0.0	1329.4409789962074	1114.5883663307231	433.5457136844456	1166.7081276772926	954.0891548358591	1578.205573291785	1094.9181054639337	1244.2028944797783	2454.2275407884686
PWY-5971	11350.431709840186	12632.268164908679	9068.67455798918	15450.438393674125	10687.298575650677	11902.96620713235	9333.62032318561	12253.484988916456	10383.592912458014	10125.853015077588	11974.15830617656	17884.462138953488	12227.049482984698	17643.439657434847	7211.49962604225	11153.112278203987	0.0	13231.15645183784	4615.5495040899	4105.0379415089	11531.64361001549	6856.787048925974	4851.651813570158	4710.424669859001	9844.36581709912	17074.111499594554
PWY-5973	17838.033375611794	20111.053680074732	19980.991537471586	42023.511386363556	25392.85602010184	21597.72814504636	22094.883177807274	25631.314890007252	21942.54839885516	26678.753460632335	25423.84959565978	37510.15365313129	27240.475038771187	43182.81839593361	13122.76290159925	34947.12351679067	0.0	35963.81658799081	10457.374509624928	10358.688226762573	21546.29325261935	14670.397431279305	15349.21571057611	14012.345060490186	25435.223046406783	39655.659870465024
PWY-5989	11549.947521036633	13344.33170367352	10346.77673159717	25785.641200549784	13823.65469708532	14181.73073260409	13343.045911361802	16980.880487313847	12983.432253004075	15535.05972621313	13184.375768481235	17651.949176385653	12883.006691945135	23573.1915007508	7434.85497026293	18674.54130198583	0.0	17789.988097520174	6141.360667596252	6104.578129009804	14292.23945937875	8717.95520422928	9485.730910177555	8317.75395018525	12922.478740498509	21771.51070872581
PWY-6071	1071.1503077539571	1285.6787166523993	591.4177699884425	1673.6679438264146	1062.318371323468	1075.8805097584209	950.147625263922	864.9110079306267	935.5599775329687	1245.8726754072434	1171.539244525004	1564.8223887872462	1365.9315618095618	2763.7481292710017	969.7996026224737	2068.3406203378345	0.0	1804.4734775010088	578.3074440609763	511.52546517067225	1054.8445799133247	783.6768420101909	823.203661657147	753.387850915646	905.9257099812996	1777.3108667048296
PWY-6107	239.72436919879704	249.512200043237	125.72066213420042	302.24262927124283	347.1953428047135	169.95268045133076	99.51440612367765	302.36138945183137	374.16445945945947	330.39228624524407	495.4835389038301	681.8830379687092	437.2251675366664	879.8337162863461	100.11219165085389	799.6319391239371	0.0	347.6887233456619	17.839500668747213	198.91573364761342	306.20839244039723	166.79031154279727	67.69627299593853	152.14448882633846	63.70333773769173	144.33524228097048
PWY-6121	12117.664236565974	13638.402168056726	13987.316057753775	27655.04779766579	16341.284710669406	14378.550108072419	14788.496183041849	17062.41686792956	14243.510224469235	17870.890933474937	16786.933515261328	24893.841943945266	18194.892733870987	29524.08837103426	8691.668538398435	24249.34940818933	0.0	21934.96268613371	7489.727540326436	7154.3232675795525	14384.768948479204	10024.871923502642	10511.282395374017	9306.450488227925	17213.898283338483	26430.21328786298
PWY-6122	12098.480852584838	13637.048382307246	14072.55288901151	27964.997149305553	16562.317439291885	14369.660202367248	14841.68223869435	17081.8081524082	14227.866661109985	18003.25823771741	16926.179576197566	25119.062091038264	18299.07827045542	29672.015768009078	8806.257063238605	24526.515253615777	0.0	21787.23854360139	7575.1086094533775	7092.40699991797	14217.199931538928	10021.159291850054	10546.418074684334	9380.590686192967	17389.18232618594	26678.703343554324
PWY-6123	10570.483059494822	11861.078884300741	12045.410572463468	24149.275892575177	14214.440041975316	12502.107645570139	12714.252822752585	14690.791582003485	12247.151052342604	15360.933252882005	14575.22582228605	21413.35026486463	15592.062296632796	25350.800130678053	7630.055548274862	20939.28926928614	0.0	18662.187995100838	6443.244507258916	6042.0701185492335	12165.75906865888	8635.992140133352	9028.975087705829	8023.828149777213	14844.847488891053	22679.485636222304
PWY-6125	11820.122384113096	13321.390217757826	13488.833149332559	27270.603924291147	15996.259182570851	14055.861012241088	14363.0186778305	16659.210649293058	13707.321581450997	17031.89359047677	16274.984782943024	24020.566826193743	17520.172377564773	28718.33172713824	8545.880839924708	23604.812417835536	0.0	21368.946371950355	7243.32454890033	6808.480123392885	13597.578349782469	9909.900449744433	10076.647703494169	8956.711085330437	16770.87280408074	25620.897669512215
PWY-6126	12664.541624755295	14294.054202882795	14545.752194963668	29287.61995518371	17273.32935477434	15122.647537472427	15403.998504999634	17821.355852179226	14803.725830523214	18685.63977025339	17704.350263470853	25889.613930049738	18886.240551097828	30844.62456370532	9229.537101989801	25285.278966949205	0.0	23081.350152754458	7787.003608773553	7327.476218776931	14618.771529918822	10435.168491762668	10883.121677609368	9692.707762847553	17972.939672294462	27492.26781634028
PWY-6147	9884.834899348127	11153.288600662083	12048.75567132046	23131.111175397844	13466.176697519764	11913.413935153976	11786.824381380171	13787.6646412444	11049.997343156678	14272.856980899298	13104.08382796543	19696.34642742823	14216.312863206242	23171.93385703633	6955.72504477171	19719.109677466084	0.0	16321.615177720441	6031.750884895122	5684.046724080326	11384.183175792801	8160.497420834334	8205.942514209595	7218.027245849962	13793.440053824	21432.823988471755
PWY-6148	0.0	0.0	0.0	11.88596092853116	4.77817694798082	0.0	7.159259574917664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.186416947832033	0.0	0.0	0.0	0.0	0.0
PWY-6151	4329.389569674548	5159.4521203516715	4019.685764166163	7717.302926393777	5118.599231356727	5449.140147900503	4675.870558202029	5800.998574851918	5353.678545600136	7143.935720696366	5656.229496622351	12296.7845249574	9488.787595266824	10293.990657826289	2806.163321669284	8002.463132418391	0.0	7135.861772685844	2676.857642470861	2588.389511785433	4981.287378283731	3707.39772182574	4175.421468303956	3699.591031959133	7910.897542441576	12048.087467983334
PWY-6163	10825.150052469025	12178.293675004878	12407.291019124887	24841.174876631932	14789.551135012482	12789.900706066106	13215.060278822628	15249.201845738029	12764.051742693657	15937.514388950121	15141.800462148794	22060.262808648302	16056.965992668418	26769.999045663993	8090.682898926512	22076.16084740461	0.0	19869.248448164417	6649.3786321257685	6317.60783010017	12633.961304833434	8980.541593435135	9243.06672748133	8313.54566675767	15197.02466040835	23182.084180070437
PWY-6167	3.3325992638797572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6174	10.230977844885304	65.77774794321803	90.51207755535076	110.82690566844404	0.0	0.0	4.760175953877262	59.858118104850774	19.07492469615388	68.94811991963311	16.76551917982275	38.92518708574558	13.00089852045444	149.11073834361738	33.90053450661458	35.43869152478109	0.0	0.0	0.0	25.369583145295394	0.0	46.583100432811115	13.213981750018768	20.944589879381105	63.81413090891776	61.290687525446586
PWY-6182	676.3736221850749	753.349887467717	551.6994153373569	863.094376093051	695.3891084769258	631.9608878586299	692.7776041302284	762.224645427073	720.8414522400212	959.5749552447515	1024.081566719228	1283.3579215552872	970.385203002835	1488.9978952546437	322.1687083011412	1131.0818528966643	0.0	1504.6154626382163	173.94932776076453	384.0073591319536	852.7944938976461	520.2788880477822	284.46518235656475	511.3997471239125	543.142734084705	1013.3473674693151
PWY-6185	396.2106811448746	389.9982770111204	313.64295606168287	434.2344813543647	335.304059134096	311.613301803583	521.6635248337677	316.20977810394	235.30122253153206	620.9199345644322	445.3119676370525	669.680329300386	556.8178333619232	550.4652798711683	140.8369585905962	550.1668730092724	0.0	1162.6862070110196	132.74618108244817	264.89471982258925	427.96310373578575	275.6547081295736	145.07034289876833	275.14728493608214	345.1789867434258	558.6927875480086
PWY-621	2245.361712053634	2189.5446307200136	4939.827671368202	7693.280751790037	5042.79666273826	2393.039974623963	3941.108763944289	4224.265914040122	2716.3396903994058	2934.899673803108	3097.0915086205514	3279.149672093494	2543.9340561421545	7200.958167671999	2426.7561742068897	5421.944103320969	0.0	3163.4022320074155	2113.006959194702	1096.1462114222431	2026.7859365089114	1365.697354273181	2080.4848285757075	1640.6345835484783	1890.367941735955	3588.85550266805
PWY-6210	712.9290874797728	833.3053546704159	628.9035795609295	1235.4592409985714	881.2257904973238	833.912782556719	807.7782450139262	823.563292417632	1146.5685514086172	989.6993672069204	1238.663114751062	1497.9636125999505	940.9588409268068	2321.62761502274	576.8913487397283	1956.9184406726965	0.0	125.4721730733809	355.687617367989	696.1855198269403	996.4809505394329	695.7024922401479	753.9352092371811	739.1134593790404	928.9848093682557	1330.0330019832275
PWY-6263	4726.784934352042	5203.643993600498	4762.387403885996	8598.268846680203	5931.134812022143	5558.017188491879	5326.765901250526	5363.620200716194	5497.961042355954	6466.7017521371445	7005.700877720198	11420.379327772516	8693.444807565696	12293.202100999697	3230.4261434896603	8910.145147924337	0.0	8657.85420130961	2960.2003593324507	2918.6776889960956	5237.784283969518	4702.712040261583	4364.871650788954	3880.046864214772	8579.730086551059	12480.805043457776
PWY-6269	4182.852589483001	4986.383035343652	4361.632921363763	9122.33398988105	5621.679220709593	4729.87307949479	5099.300520471056	6243.573022953545	5441.153554999881	6768.639667687188	6183.685312527074	9376.478089969592	6618.019774162389	9839.25710654134	2716.9734278446863	8426.456763543896	0.0	8906.43992158281	2500.4127050664615	2586.7096791060385	5434.633111530611	3693.686087081715	3601.84050592112	3196.730821559518	7064.557602658612	10459.852533047397
PWY-6277	12098.480852584838	13637.048382307246	14072.55288901151	27964.997149305553	16562.317439291885	14369.660202367248	14841.68223869435	17081.8081524082	14227.866661109985	18003.25823771741	16926.179576197566	25119.062091038264	18299.07827045542	29672.015768009078	8806.257063238605	24526.515253615777	0.0	21787.23854360139	7575.1086094533775	7092.40699991797	14217.199931538928	10021.159291850054	10546.418074684334	9380.590686192967	17389.18232618594	26678.703343554324
PWY-6282	11333.184055046562	13112.849207365805	10234.585553926088	25410.49345812679	13701.936782738243	14080.725990557665	13195.741157777355	16714.62189616725	12783.569696822598	15310.205509890531	12947.433764342974	17546.92533620683	12839.300834582742	23172.951675975244	7319.949007856501	18352.258840743514	0.0	17682.354391184275	6034.8472886708905	6024.762015704228	14180.416173864887	8490.544925250937	9349.237392450987	8183.764000181946	12817.433709302411	21598.037951171355
PWY-6317	6686.505111148963	7611.704400439708	7395.348604393188	13792.48661813451	9193.844241361385	7888.948141697278	8124.365966003956	9580.577138029686	9111.242984308572	10102.121376714618	9821.993350460412	14888.363665488332	10995.65014492624	18048.026550207425	5302.777372050927	13909.415592140178	0.0	11445.111982545779	4745.40398933777	4167.883009148986	7756.367465708246	6168.6509022431665	6439.896092555379	5781.241398667468	10401.962992348885	16053.739843390966
PWY-6338	216.01393087046804	319.943673413868	117.34899026891493	642.5153797876435	407.3317006406312	177.23987826774044	87.76709583770109	225.39625589349282	212.21660496505464	237.9545313546851	280.38179578289555	459.99801397432134	396.74125304706024	737.4448042594854	101.48363923029038	584.0394219440201	0.0	670.6446958241459	148.1881476330585	139.1023349621795	287.6329099796856	452.3008389295221	248.46885678683788	239.25781452079246	407.32170267940455	653.9620753907574
PWY-6339	346.28445164640317	0.0	459.93256929904544	1178.0279084524104	819.2617033045689	315.2187064643112	424.9056687225103	667.6087944505011	0.0	436.24413689871886	523.579741770144	740.7637196916687	704.1250115616791	1336.3808808378237	160.5793475450235	1127.2353724599004	0.0	1620.4059913850708	279.83771765530406	220.8327665086798	686.7559805633636	909.530981511343	451.9191969859474	444.75027864763007	681.7234435712844	1152.2768280169698
PWY-6349	0.0	0.0	0.0	1.8653464146062988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6350	0.0	0.0	0.0	1.5901417262935074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6353	9182.803510085472	9734.075092661062	9551.847779830303	18228.88261060148	11839.497775599695	10109.899348186213	10458.747681994526	11762.264101605922	10403.19421867491	12583.329061328093	12429.99673486693	18245.345571568723	13776.685880890715	21775.921287485497	6167.558034893524	17804.531439059054	0.0	14125.014039632124	5530.055370582733	4808.000162995774	9924.778582758325	7621.75015004353	7660.266467365215	6756.913718495878	11809.759626964908	18915.029812220946
PWY-6383	1028.1927479413123	1094.9658697499137	940.9526714085115	1846.4097637089078	1314.7099695597797	1468.5758818429285	1165.0004152047138	1215.52243686604	1223.6365775885101	1007.9147860307258	1261.857502468842	1946.2930144552504	1271.19688113485	4111.959425232246	1233.3509869336447	3096.7917426473678	0.0	1522.1245913090556	653.3813851916884	561.8053361306144	1046.41434574455	1431.9591195837495	947.9445112904045	589.948032832534	1527.3623599025861	2187.8773434880236
PWY-6385	10437.436567891687	11551.626241087039	12079.37135124244	23628.211619842405	13924.893975632967	12174.722680637611	12501.857174615254	14569.328320185241	12105.542221367006	15242.870216268497	14363.000543122562	21267.147335820446	15525.102882890993	24576.61439494319	7340.723614326885	20318.017868979914	0.0	17146.9036783733	6461.886751468436	5725.681148906395	11358.346243668302	8367.518790975262	8716.729732255415	7815.134073192588	14709.155224892253	22407.747259336345
PWY-6386	10450.576116283319	11574.636022024548	12086.448103501793	23657.778404414737	13879.031950810133	12180.517520032881	12491.709798063483	14584.555700047722	12153.54338138301	15354.656839126474	14434.954200982871	21258.169924041933	15534.247418406205	24668.871091896257	7351.45499348653	20360.9462949133	0.0	16946.10694901045	6487.496025140092	5725.22934717684	11337.341328052351	8414.798761761273	8735.219090929791	7828.949204639268	14726.968994586847	22452.394551023957
PWY-6387	10841.704929785521	12096.371458475565	12463.41078838341	24751.561599190656	14345.382977927315	12770.945220899343	12913.654022385032	15039.425008947268	12465.54124658359	15717.040407540488	14923.579318154761	21728.7371105017	15912.937990896966	25818.95933403277	7705.348814526827	21339.185316047766	0.0	17843.039070388728	6718.296010317607	6011.153865080774	12086.127223263662	8867.91642434107	9135.402496247703	8129.644230555938	15093.500603429968	23164.885368639956
PWY-6396	447.35249554367203	477.01697879361603	362.17126121892227	972.0920399237016	546.4188781837261	464.28662150719725	654.7644627007608	523.7114590055891	634.0282761138598	831.2524329127828	917.2520947992491	1103.5103861181444	828.72714740557	1565.7411722844163	371.7441283036937	1159.3247424350295	0.0	1541.838260346429	368.35570465487046	462.02032699955816	585.3356013365137	468.9264470691981	366.58281876286424	373.06561659354105	580.5215431636507	808.0697831172054
PWY-6397	182.26314537944592	296.6241146708008	85.1911816442417	84.4691172604106	166.38625857350553	308.6749966118822	199.66321201029734	273.7763502180861	190.72670163516293	131.50196033862852	167.03197505382215	292.4089864788986	181.32742441708086	442.45771706205187	83.73652397463808	470.5856397413171	0.0	0.0	133.70849665428221	96.00906525129061	228.1401389936634	281.72891951954165	174.98047822091428	59.50517769104893	278.6668761212854	396.150212313472
PWY-6404	546.2177585898177	806.7255592977453	214.28926547409975	294.88429253976517	273.4408415925648	856.7261960518729	589.2917691699159	642.4121716193721	663.753815425469	390.2347642582699	377.02596384857185	687.2828887466105	528.3659903273544	1496.5011630759966	0.0	1543.4173250046777	0.0	0.0	457.3445992890937	321.1695721485311	751.2596157000091	735.1726577599898	544.4329351841905	214.03135757230302	972.6462597330568	1276.502656082346
PWY-6467	6564.200000000002	7849.5	6087.99	14859.289999999999	8303.18	8250.33	7837.0599999999995	9143.56	7419.4	9644.52	8726.92	15018.79	11293.13	15137.83	4660.33	11721.660000000002	0.0	13298.62	3712.9000000000005	3537.1300000000006	8185.14	5237.33	5936.5199999999995	5467.469999999999	9867.380000000001	15810.139999999998
PWY-6470	4.711969940314169	35.17624352625318	63.411172828346494	158.58809758804145	11.066528077796919	63.647654870397226	23.422427601429344	17.63308311835032	131.6633456091718	127.63382141851262	127.55256718319359	100.0693943788888	54.83025648908371	151.05561290695562	8.987738717583508	54.327338933399126	0.0	0.0	24.48155237854633	25.037320195765567	118.26856367955592	9.57072321997898	76.97908615270563	65.93817027586958	0.0	64.61945675497313
PWY-6471	4.797483358399217	38.25916962416189	85.64999530028868	190.07938284752444	28.728119892296444	76.27716245890305	33.49359668456203	19.16899125691517	211.7131533439148	240.34475354513933	235.68942109001648	273.89763990339287	363.77523749819096	195.15319474149732	14.367699396419747	71.72312030589715	0.0	0.0	28.653837509606756	33.39834262735114	151.3690274377619	9.589249612370297	85.47756233448612	99.33435415324826	0.0	66.96470667794222
PWY-6478	2950.7548130065384	3406.4539121853777	2833.839652079027	5451.664331288756	3489.1779329803235	3048.0068728281462	3548.9794247100695	3757.81284474931	3428.7624411907177	4168.154931492517	4485.418414045835	9767.697362914456	8138.335011274962	7740.715177014001	2002.0812768637254	6177.925186474968	0.0	5194.993320955871	2503.9547681819286	1582.0204454133932	3165.9318614270856	2988.9615739703527	3329.391694117211	3251.5292742743854	6389.709816713361	10398.758634113361
PWY-6486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.97110972615996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	417.11575851294333	0.0	0.0	0.0	0.0	0.0	0.0	5.976807384148815	0.0
PWY-6505	1133.910030913884	1309.773047969056	1056.4138894743664	1961.138781712112	1407.07529234389	1329.8951349175654	1254.5820291096852	1302.657814290154	1693.0078232574558	1540.3822624263776	1849.0701698052992	2285.249389494401	1517.111071345526	3327.9005060655336	876.5139363878	2799.4690373405447	0.0	301.03380991372075	619.0676412773566	926.8256631620118	1484.248197046672	1118.8956349788104	1130.3527002697667	1043.287240770328	1566.1652155302697	2230.211860711407
PWY-6507	3715.6647766800675	4301.925136219339	3410.6298568074067	5763.708636987014	4265.372575083022	4882.847476518998	3748.9432504328583	4698.967763034552	4145.9412342583355	5953.84938230035	4300.08198195302	10049.187132478684	7666.702245992233	6937.68704498045	1636.5679055064816	5109.8849545537605	0.0	3504.609409825361	1935.4212591011667	1841.4781416272535	3846.4448802636507	2753.9309835392423	3223.5489950853353	2760.8762722061665	7088.494296012102	10735.524070904734
PWY-6519	5064.355746141349	6455.033605059047	5323.991192030245	10756.85033596816	4934.978052294202	7018.30722663743	5198.42415589839	6257.622000338557	4545.116974520517	6488.60859359387	5456.59210034351	8125.828770590409	6303.438111496951	11840.790102369694	3023.1334722780434	8885.053982189147	0.0	12194.568184414307	2272.7109650830835	3494.123595880394	8370.858042270213	4700.342030904042	4274.81741592953	3633.786003422963	5446.653204802076	9876.294811604494
PWY-6545	6436.608578704871	6501.959290620031	8469.495243767764	16390.168510357154	10018.314307594394	7132.475456341009	7808.6489435238855	9321.580814923233	7128.818914739468	7041.917724455497	8861.787942771853	11008.945707267478	7447.882470246956	14423.395083076834	4204.074417294174	13432.100132388603	0.0	7371.43637871477	4110.628480185821	2828.3277143661426	5808.885811176798	4936.528938811314	4843.9100960047035	4129.791247945254	7091.0137079057395	10140.840278260397
PWY-6562	365.0574220468661	375.30125366159285	257.1496109008061	767.6580943371357	486.9591254380441	691.382785024878	578.562754965574	271.6039673160074	428.0879052950938	645.3564583723552	482.3499026503762	610.6710190366218	531.4676495860318	811.9113500569313	206.3383121346426	631.3902115055606	0.0	444.3133873810254	129.10309290167842	161.23880797390973	393.6613063366455	187.58996530733594	332.08238508183985	267.8641790570593	530.8193358096453	677.9739566909129
PWY-6572	0.0	0.0	0.0	0.0	3.9659051894913095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9632975062534186	8.80903220149152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.871454576571812
PWY-6581	22.299230993867422	5.851945086789802	52.1722931828249	26.197468126728577	41.768128101712584	27.081582001607	0.0	21.67274640477026	0.0	1.9923510349458444	0.0	13.58748312286554	109.9627586227215	19.39638719784665	0.0	0.0	0.0	0.0	20.375015756273736	0.0	0.0	73.10060131915691	0.0	0.0	38.120315401203996	30.404913699269166
PWY-6588	916.3675437164923	792.3617221477213	973.2052009108643	1761.4504867591847	1117.2491381638815	1051.9741340486576	956.1722685135923	1132.6220547795579	1324.334249398167	2108.5085826147742	1737.4145544267951	2048.384305964627	1529.9710904468418	2591.0631606196234	853.8694139034773	1700.2916659422947	0.0	1044.66192413361	546.329819772461	428.33662915284924	1452.1098070195596	1597.7587630575565	820.495882040486	714.3642641880456	435.271116586378	1710.0246025703786
PWY-6590	359.056868163255	366.17071082015326	250.22389140958833	983.4861204272227	399.7383878504506	680.303983610216	632.119747384577	619.6314030400373	554.3770809846707	1015.2807035026389	533.4415894154887	659.7426102866153	490.3614060759132	1713.3436126057834	413.03901534062186	1857.6026234645067	0.0	1081.8108657246464	307.51612332588627	465.1311533443691	804.4624474542072	263.5346342355747	765.6789590613892	368.7036670412281	779.5499824700821	1450.883718294664
PWY-6608	9325.172789350327	9908.526079391142	8777.691807196625	17164.76551332621	11176.80238367771	9972.028797110099	10313.202610251914	11309.81774444515	10645.759238136967	13482.942360805717	13059.747359634692	21753.666771982524	15821.037427878207	22973.647176423234	6500.73922622745	17832.14211165921	0.0	16636.02329940555	5460.432761442692	5343.827243801612	10893.018287706309	7943.09712989513	8003.252104605269	7493.892299226164	13869.924213716931	22139.643801065657
