pathway	T7-PEsoilR-25-1	T7-PEsoilR-25-2	T7-PEsoilR-25-3	T7-PEsoilR-25-4	T7-PEsoilR-25-5	T7-PEsoilR-25-6	T7-PEsoilR-50-2	T7-PEsoilR-50-3	T7-PEsoilR-50-4	T7-PEsoilR-50-5	T7-PEsoilR-50-6	T7-PEsoilR-noAs-1	T7-PEsoilR-noAs-2	T7-PVsoilR-25-1	T7-PVsoilR-25-2	T7-PVsoilR-25-3	T7-PVsoilR-25-4	T7-PVsoilR-25-5	T7-PVsoilR-25-6	T7-PVsoilR-50-1	T7-PVsoilR-50-3	T7-PVsoilR-50-4	T7-PVsoilR-50-5	T7-PVsoilR-50-6	T7-PVsoilR-noAs-1	T7-PVsoilR-noAs-3
P261-PWY	293.1091187321847	346.04491832057306	101.86683975143073	323.04715875892947	259.15549935554645	92.70889894397502	93.3119041212714	284.922550523021	490.57676389814014	116.88759191373694	477.65104178396075	851.9809028457458	755.5060918593174	467.6486866928591	74.6488930084485	201.89506949143993	0.0	259.0684151710123	77.42102726420391	147.56441077923068	400.00633979099257	224.5482134809103	58.11286370232567	47.57201338317607	280.2033056109298	534.5591942013124
P281-PWY	1338.9238204005123	1586.7891169959987	1202.145854467069	3334.680688378874	1572.7160216364525	1331.6271080707013	1279.4559626112152	2035.904444021223	1508.7150873827013	1427.2520697511416	1738.7588780336212	2168.565071027067	1493.7551958892304	3115.7141109870304	761.7688465146992	2671.1881360973	0.0	1991.3627410861436	493.3841277040779	840.1439095207585	1452.7635197021293	1270.2073798461888	823.1743419158358	923.048972112659	1209.4221657730966	1608.286132964913
P341-PWY	74.71922033122364	183.48005230188363	0.0	2.49986285385511	0.0	0.0	0.0	42.43535022489229	0.0	14.992176664379828	9.996407587169573	0.0	0.0	0.0	0.0	27.48164131753786	0.0	0.0	0.0	0.0	37.43892138270093	0.0	0.0	0.0	0.0	0.0
P381-PWY	605.2409406307637	861.4718115882553	879.1173844586239	1345.6337823878662	1171.4059462640191	833.088285135644	912.4267099904251	1054.9334863290069	1109.8944404749898	944.6267413057515	1117.1195600081717	960.4874862191746	859.6631842660154	1599.4039800601513	310.57151276321787	899.9286447812156	0.0	30.93081868704314	293.65650737903576	237.27005458042885	784.2014632241727	659.7837737718223	713.1916001164217	664.7043424098678	543.4250448295633	1241.3658070942654
P4-PWY	8885.632818820899	10165.219472813096	9384.418408679272	19522.599307363314	11403.868915011137	10529.754379766513	10444.406367575419	11858.413924234252	10542.877133639935	13555.066340381887	12686.582760840129	17244.06939891416	12441.769848290869	22720.037671017475	6731.337440282767	18279.135353819907	0.0	16348.699612501032	5139.017311666569	5305.113760723937	10673.636082175084	7826.497788808406	7648.044461017645	6770.844461627196	12690.97029763339	19027.48950978521
P42-PWY	8654.544283229287	8854.46881287126	6839.541726053764	13391.793325931365	9504.003368868163	9017.308661090081	9480.018661083042	9423.157352570075	8112.663049355746	11730.207216439669	11332.29575509894	15910.339640760136	11311.983135975457	19521.057338245217	5738.395064273014	15311.418988601084	0.0	13855.193018060963	4016.5325347662315	5292.506831928765	9356.994274320743	6131.664667399447	6970.546094277431	6003.888635872141	10794.928641370532	14070.530851885658
P441-PWY	2144.723452494863	2368.5421836342234	2941.575494314892	5121.713891511869	4539.100014812221	2735.263512465315	3248.3542410081154	3154.478988842287	3177.801742864248	3468.6301028745343	3585.9384054320412	4918.410076987359	2992.627242593751	6856.070736229705	1896.2580629198897	6058.990793333497	0.0	5086.818612374207	871.53102083819	1996.2702345282028	3189.8319614445104	1666.0308022833515	1817.190704070227	1683.661146798573	3076.9758408036305	4084.6697701906714
P461-PWY	1882.0538263249498	2173.340226880251	2297.5779060792333	4025.4426590512635	2676.3587970797125	2215.7213000731376	2471.9717488823026	2460.8112209727865	2884.9777798711557	3711.5029903114814	3739.2787057564115	3870.4515787961805	2505.812387504433	5849.969665219825	1496.6834708981814	4688.156555066351	0.0	3176.532898596818	1191.189282855923	1508.5698308926044	2175.3015266544926	1928.0898570213792	1630.0527874623406	1528.6598398976655	3188.518033352122	4146.387345474684
P562-PWY	1436.8912056959136	1727.864124308108	1241.0692193622397	2514.943998398719	1573.8767741202103	1353.2813492204102	1425.6552817596344	1577.4397311987057	1555.8192549845085	1900.323206164367	1887.2581286909945	2839.7445927335425	2129.639780945837	4771.210953558709	1226.9504653318497	3440.83283857048	0.0	2586.3482552614196	818.1462611911076	1240.5123303867624	1933.6598132333675	1762.767970203422	1131.5488840972678	1095.1717564666262	1856.8711994424646	2938.7202382466385
P621-PWY	297.08648974805607	303.82829844811397	231.1859424920128	187.6857998704663	297.53153176064546	149.06376594148537	42.52999240698557	276.6016813901564	394.5753577272569	317.8299636900903	494.2919176929968	397.2044795845024	289.007896570184	292.3008132973882	123.76185371921608	171.32947744400502	0.0	84.92557341238881	23.177142857142858	0.0	111.39714031607033	195.0448484848485	102.66072826395235	134.49927641099853	56.96969696969697	86.7547701803492
PANTO-PWY	10484.249789923331	11674.657552758834	12128.173350831152	23556.247954795217	14227.297088847507	12412.195738243508	12283.5506897256	14376.856425620581	12387.67434762657	15236.17057813161	14529.151457124013	21505.00568105186	15520.680802799434	25065.185118514528	7466.964639959327	20815.152749587778	0.0	18365.311339105665	6416.695313144496	5947.692787380658	11875.917543618583	8540.121390604694	8812.612075747109	7798.813564147913	14670.150580691708	22450.473104330402
PANTOSYN-PWY	9871.074759307952	10963.020892515024	11726.788489109422	21983.96778550244	13785.828836590112	11716.905382645702	11822.335346695349	13467.211942455935	11979.011411572146	14839.52721600156	14073.924934525985	20692.315064708913	14933.672939466382	24531.186480516088	7319.519332846386	20141.831469298024	0.0	18813.323510937083	6060.250063457356	5794.799432707811	11470.884458656157	8396.265391306226	8572.178098087154	7503.842075727749	14409.848721091035	21824.581527549337
PENTOSE-P-PWY	11919.65010465431	13124.614263771986	13211.792178251397	24814.90413474237	15564.951615723689	14028.026217940549	13606.59655516809	15579.468517835237	13220.512773209712	16255.315170348693	15799.257625606793	24901.97179241836	18413.831996931054	28668.908191322134	8543.01570002809	23416.585065824514	0.0	18815.993510354263	7350.508002971961	6768.414118134264	13357.96492328563	10076.781879880495	10075.63251118353	8785.874743410452	16493.51540540875	25621.972872632545
PEPTIDOGLYCANSYN-PWY	10723.644002301335	11982.596245350558	12322.213117211197	24512.034157142625	14215.891317087018	12661.898906139102	12804.561598126702	14920.118635677813	12317.669238690238	15556.926023695103	14757.688094342338	21538.069533818296	15776.118680244366	25541.131653929042	7634.157325461238	21113.57898053914	0.0	17738.78071369383	6633.736251497254	5945.231987657399	11983.347997622535	8752.302357062421	9052.275587976468	8046.995806219368	14960.315647877385	22937.12389911336
