"","taxon","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Comparison","threshold"
"14518","sp28692",1.01129691254764,0.0238467406137344,0.186292980332649,0.128006651518233,0.898143709198442,NA,"PE vs. PV","Not_Enriched"
"14519","sp28698",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14520","sp28706",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14521","sp28711",1.01129691254764,0.0238467406137344,0.186292980332649,0.128006651518233,0.898143709198442,NA,"PE vs. PV","Not_Enriched"
"14522","sp28713",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14523","sp28720",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14524","sp28734",1.0154931652968,0.0356239077756388,0.185935980680905,0.191592330033072,0.848061550960124,NA,"PE vs. PV","Not_Enriched"
"14525","sp28747",1.01129691254764,0.0238467406137344,0.186292980332649,0.128006651518233,0.898143709198442,NA,"PE vs. PV","Not_Enriched"
"14526","sp28749",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14527","sp28751",1.01129691254764,0.0238467406137344,0.186292980332649,0.128006651518233,0.898143709198442,NA,"PE vs. PV","Not_Enriched"
"14528","sp28752",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14529","sp28753",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14530","sp28755",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14531","sp28757",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14532","sp28758",1.0154931652968,0.0356239077756388,0.185935980680905,0.191592330033072,0.848061550960124,NA,"PE vs. PV","Not_Enriched"
"14533","sp28767",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14534","sp28769",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14535","sp28781",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14536","sp28788",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14537","sp28798",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14538","sp28810",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14539","sp28813",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14540","sp28819",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
"14541","sp28821",1.00710065979848,0.0119726409554974,0.186656663877272,0.0641425851442917,0.948856693597905,NA,"PE vs. PV","Not_Enriched"
